name,city,state,star,address,bid,zip,review,thur,fri,wed,tue,mon,sat,sun
Panda Express,Avondale,AZ,2.5,11555 W Van Buren St,G_1M9_yX5ThAROn1zKKpQg,85323,31,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:30-21:30
Fuku Burger Chinatown,Las Vegas,NV,4,3429 S Jones Blvd,5ma1OUQWy_Ds80xUiP7JPQ,89146,490,11:30-1:0,11:30-3:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-3:0,11:30-1:0
Opa Life Greek Cafe,Glendale,AZ,1.5,"7700 W Arrowhead Towne Ctr, Ste 2073",vwmVWRlYnxdPrsl4MEg3eQ,85308,12,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-18:0
Sonic Drive-In,Las Vegas,NV,3,2120 E Craig Rd,viFP7j-WLzVhkCFXWGWQDw,89031,55,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Rott n' Grapes Uptown,Phoenix,AZ,4.5,"4750 N Central Ave, Ste 140",hhhHgSaSl6GLtuDoDrMUZQ,85012,154,15:0-23:0,15:0-1:0,15:0-23:0,15:0-23:0,15:0-23:0,15:0-1:0,14:0-22:0
PDQ,North Las Vegas,NV,4.5,3737 W Craig Rd,C2T7ecxqsVu99PhSqT3c3g,89032,307,10:30-22:0,10:30-22:0,10:30-22:0,10:30-21:0,0:0-0:0,10:30-22:0,10:30-21:0
McDonald's,Charlotte,NC,1.5,9710 Rea Rd,LgRiEJPaocDHyRLLOh9iMQ,28277,47,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
McDonald's,Las Vegas,NV,2.5,2550 E Sunset Rd,d0N5HcdMCeXcX81hcRVUFw,89120,33,4:30-0:0,4:30-0:0,4:30-0:0,4:30-0:0,4:30-0:0,5:0-0:0,5:0-0:0
Starbucks,Champaign,IL,3,2011 S. Neil St.,YG3cf30rN3K9H56-JOG6Iw,61820,21,5:0-23:0,5:0-23:0,5:0-22:0,5:0-22:0,5:0-22:0,6:0-22:0,5:0-22:0
American Deli,Montgomery,NC,4,3126 Milton Rd,OqjBN2w7xsHkAx8WGjeMyA,28215,12,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,12:0-19:0
Dairy Queen,North Las Vegas,NV,3,7300 N Aliante Pkwy,L4KJL44Yj3HkzAkKfm0PZw,89084,14,10:0-22:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,11:0-22:0
Subway,Las Vegas,NV,3.5,"7377 S Jones Blvd, Ste 105",gPZj-XXVwFHgd8zjJPzVCw,89139,12,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Harris Teeter,Charlotte,NC,3.5,1015 Providence Rd,TnQNwhPsHPOuLd7d6G6UpA,28207,29,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
Tacos N' Ritas,Las Vegas,NV,2.5,3355 S Las Vegas Blvd,lVULxfPrpjnlOzF_jilRAA,89109,61,7:0-0:0,7:0-1:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-1:0,7:0-0:0
Panda Express,Parma,OH,2.5,6895 Ridge Rd,owV0aSgh4t_9aG56iPxGEw,44129,47,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30
Safeway,Scottsdale,AZ,3.5,7920 E Chaparral Rd,pVCF9rIPF4y697QeRMpweA,85250,74,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0
Costco,Scottsdale,AZ,3.5,15255 N Hayden Rd,uMQaaUvdHGhTFiyOhGa93w,85260,176,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,9:30-18:0,10:0-18:0
Crown Bakery,Las Vegas,NV,4,4355 Spring Mountain Rd,bcJmbFHVAkLFqhJbUTdbyQ,89102,351,9:0-23:30,9:0-23:30,9:0-23:30,9:0-23:30,9:0-23:30,9:0-23:30,9:0-23:30
Tammie Coe Cakes,Phoenix,AZ,4,"610 E Roosevelt St, Ste 145",F2F6rJ_SPo-lUhJ_AmufLA,85004,159,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,CLOSED,9:0-14:0,CLOSED
Press Coffee - Palette Chandler,Chandler,AZ,4.5,505 S Chandler Village Dr,7kXlvkT5b-bIFa2dIecabQ,85226,24,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,CLOSED,8:0-16:0,CLOSED
Living Kitchen,Charlotte,NC,4.5,"2000 S Blvd, Ste 300",R1jJQi2yR44D_2ileqr8kA,28203,417,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-15:0
Dunkin' Donuts,Mesa,AZ,2,1230 E Baseline Rd,LGsEyv0sCuY1xFzik-tYLw,85204,44,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Las Vegas Farmer's Market,Las Vegas,NV,3.5,1600 N Rampart Blvd,4dXINKRDfcRt-30R9WX-vg,89134,20,CLOSED,CLOSED,14:0-20:0,CLOSED,CLOSED,CLOSED,CLOSED
McDonald's,Cuyahoga Falls,OH,2,1050 Graham Rd,UEEDnMulA6q6I_q9HDxpEA,44224,17,5:0-0:0,5:0-1:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-1:0,5:0-23:0
McDonald's,Phoenix,AZ,2,545 E Mcdowell,zLHOG9ty0OcXSQ6iy2BwwA,85007,33,4:30-0:0,4:30-4:0,4:30-0:0,4:30-0:0,4:30-0:0,4:30-4:0,4:30-0:0
Johnson Public House,Madison,WI,4,908 E Johnson St,yvqMh9kTv3Kx-tocc0DFBQ,53703,160,7:0-20:0,7:0-21:0,7:0-20:0,7:0-20:0,7:0-20:0,8:0-21:0,8:0-20:0
Tacos La Carreta,Las Vegas,NV,4.5,"9010 W Flamingo Rd, Ste A",_Fo8uNT17BEBUkKvUXCZkQ,89147,58,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,CLOSED
Wendy's,Pittsburgh,PA,2,5422 Baum Blvd,cfjkP0icF3wdaOJQJUy9sw,15232,37,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0
Johnny J's Pub & Grille,Strongsville,OH,3.5,15323 Pearl Rd,nqhJsABaWaKhOQrR79J-wg,44136,42,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30
Walgreens,Las Vegas,NV,3,2389 E Windmill Ln,_7wj87KZspahqDHxbXreMQ,89123,42,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
McDonald's,Tempe,AZ,2,3218 S Mcclintock Rd,A501H7iyCmHFovaZ8L3Pkg,85282,43,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Smith's,Henderson,NV,3.5,4600 E Sunset Rd,Z5i06lMoPQ1_vsziqEI83g,89014,61,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
Azuza Hookah Lounge & Cafe,Las Vegas,NV,4.5,4480 Paradise Rd,hl6s4hGsJDcRhHIWrSM-UA,89169,273,21:30-4:30,14:0-4:0,17:0-2:30,17:0-2:30,2:0-7:0,14:0-3:30,14:0-2:30
Greenwich Village Coffee Co.,Las Vegas,NV,4,3790 Las Vegas Blvd S,TRlBYLf4CxFBaGE-9FLOtA,89109,48,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
Biscuitville,Indian Trail,NC,4,13703 Hwy 74,F7g4-sDSNt11CaMpBFXTJw,28079,31,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Rubio's Coastal Grill,Chandler,AZ,3.5,2970 E Germann Rd,51K92JdkWICGDvvVCBYhFA,85249,76,10:30-21:30,10:30-22:0,10:30-21:30,10:30-21:30,10:30-21:30,10:30-22:0,11:0-21:0
Couch Brewery,Pittsburgh,PA,4,1351 Washington Blvd,vfH_-o6_Gn0WE7z4fGBJ_A,15206,25,16:0-22:0,16:0-0:0,16:0-22:0,CLOSED,CLOSED,12:0-0:0,12:0-17:0
Denny's,Mentor,OH,3,7700 Mentor Ave,Xxz0qN2tdBaqMT7WVdg4yQ,44060,10,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Starbucks,Las Vegas,NV,2.5,"5757 Paradise Rd., LAS Terminal D, Gate D55",5GzTTxyIJVRESNFOVPXHuw,89118,16,4:30-20:0,4:30-20:0,4:30-20:0,4:30-20:0,4:30-20:0,4:30-20:0,4:30-20:0
Bob Evans,Stow,OH,2,3489 Hudson Dr,3pfAT4rgf8MmnoAPhkcU3A,44224,21,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0
B.GOOD,Charlotte,NC,3,7926 Rea Rd,XlOtdDY_7VNieWYyMyic7Q,28277,48,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-20:0
Smiles Chinese Food,Northfield,OH,3,500 W Aurora Rd,jfK-_0x_r7Qgdg2wj60iAQ,44067,10,11:0-22:0,11:0-22:30,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,12:0-22:0
Jersey Mike's Subs,Gilbert,AZ,4,75 East Rivulon Blvd,UY3MJUfAvWTDLM1zVdpa3w,85297,30,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-21:0
Cactus Jacks Saloon,Las Vegas,NV,3.5,10648 S Maryland Pkwy,YPK024huhY2np5hJ_5qWCw,89183,52,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Tea Fusion Cafe,Charlotte,NC,4.5,440 E McCollough Dr,0LPVkxZ-Ab9Jx6_ytA-Yew,28262,173,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0
Five Guys,Las Vegas,NV,3.5,"10965 Lavender Hill Dr, Ste 150",8vkFJ_kA8XxDyjHfmsdEOg,89135,76,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Patsy's Place,Bethel Park,PA,4.5,5812 Library Rd,dyM6G7y6Sis61FW1tAYEPQ,15102,25,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Daylight Donuts,Mesa,AZ,4.5,"1305 W Guadalupe Rd, Ste E-3",es5--1u8VeLAhWbn1PobPA,85202,39,6:0-12:0,6:0-12:0,CLOSED,6:0-15:0,0:0-0:0,6:0-12:0,6:0-13:0
Chipotle Mexican Grill,Madison,WI,4,658 State St,8Rydf8hXleCwbCN9nvmZ4Q,53703,41,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
The Covenant,Phoenix,AZ,4,"4740 E Shea Blvd, Ste 104",xS5HGqgk0KY2jFWU-l_nrA,85028,309,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,10:30-23:0,10:30-22:0
Jimmy John's,Phoenix,AZ,2.5,4716 E Cactus Rd,k-NEUIXaPnXtrzCo1MeO7g,85032,54,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0
Taco Bell,Mesa,AZ,2.5,2028 North Power Road,b-bHa-ziECvPpp9AsTBlRw,85215,16,7:0-0:0,7:0-1:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-1:0,7:0-0:0
Panda Express,Phoenix,AZ,2.5,7630 W Lower Buckeye,5XIIUcmBADuz1h8W0QztVQ,85043,32,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:30-21:30
Via Delosantos,Phoenix,AZ,4,9120 N Central Ave,50NTSGbZ3pN5643_K1IReA,85020,281,11:0-21:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:0
Las Taquizas,Las Vegas,NV,4.5,4365-4369 E Bonanza Rd,GdpiEeG8oe8BnpMaENJLfg,89110,10,17:0-1:0,18:0-2:0,17:0-1:0,CLOSED,17:0-1:0,18:0-2:0,17:0-1:0
Chick-fil-A,Pittsburgh,PA,4,120 Andrew Dr,h5PKBY4jvOwuyYb5Dtr6jA,15275,34,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,CLOSED
Starbucks,Henderson,NV,2.5,777 West Lake Mead Pkwy,vYu1_HnKIcj6_rhw3p4qYw,89015,17,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0
Engine 1 Pizza,Las Vegas,NV,4,,8t4RND0dQhO0MBvyuMVkKA,89106,13,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0
Rainbow Donuts Cafe and Deli,Phoenix,AZ,4.5,"3831 E Thunderbird Rd, Ste 1",GLVahCssTKPBY_06LzUGQA,85032,140,5:0-18:0,5:0-18:0,5:0-18:0,5:0-18:0,5:0-18:0,5:0-18:0,5:0-18:0
Arizona Taco Festival,Scottsdale,AZ,2.5,7555 N Pima Rd,NPincL15kJtyVOmUCCQKVQ,85258,136,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Jesse's Pizza,Henderson,NV,4,1450 W Horizon Ridge Pkwy,nWx5GEaJ1dpc-psAbG_v5Q,89012,161,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,0:0-0:0,11:0-22:0,11:0-17:0
Rocket Fizz,West Homestead,PA,4.5,"255 W Bridge St, Unit 2A",VYE2gMEaJj6zxcSo36OWHQ,15120,15,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-18:0
Chipotle Mexican Grill,Pittsburgh,PA,3.5,3615 Forbes Ave,VFv7NcPW9ajUTLleJ8wOQA,15213,65,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
Taco Motorizado,Urbana,IL,4.5,607 N Cunningham Ave,BsxefnHbrpDN7HB2hJrEiw,61802,42,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,CLOSED
The Green Regime,Las Vegas,NV,4.5,"5835 S Eastern Ave, Ste 101",9YiQ3o0EGmtojzjXdEfgeQ,89119,64,CLOSED,CLOSED,10:0-16:0,10:0-16:0,0:0-0:0,CLOSED,CLOSED
Whole Foods Market,Charlotte,NC,3.5,7221 Waverly Walk Ave,9txQt2N_Pb6MhUplnh9iMQ,28277,34,8:0-22:0,8:0-22:0,8:0-21:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
Wendy's,Cleveland,OH,1,4037 Mayfield Rd,o10-_WmF3MF5uXwMWGg5VQ,44121,15,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,11:0-22:0
Raspados El Zalate,Phoenix,AZ,4,5887 W Indian School Rd,D2DCpj35nBAJEXguPLaHyw,85033,11,9:0-21:30,9:0-22:0,9:0-21:30,9:0-21:30,9:0-21:30,9:0-22:0,9:0-22:0
Taco Bell,Parma,OH,2,7475 Day Dr,LdHtEVDZQhlz2N98IqcYUg,44129,12,7:0-3:0,7:0-4:0,7:0-3:0,7:0-3:0,7:0-3:0,7:0-4:0,7:0-3:0
Yan's,Phoenix,AZ,4,"9140 W Thomas Rd, Ste B103",#NAME?,85037,103,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-21:0,12:0-21:0
McDonald's,Canonsburg,PA,3,100 Bobby Vinton Blvd,oUk9yi2Pcu0isDYGgb7Hgg,15317,16,5:0-1:0,5:0-4:0,5:0-1:0,5:0-1:0,5:0-1:0,0:0-0:0,4:0-1:0
Walnut Street Tea,Champaign,IL,4,115 S Walnut St,pLBF8QrRkMicJcsjAqW7ag,61820,28,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,0:0-0:0,10:0-20:0,10:0-14:0
Jimmy John's,Glendale,AZ,3,"7708 W Bell Rd, Ste 105",BSQgdjMm5pYSWuGyr-8pIA,85308,74,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Popeyes Louisiana Kitchen,Amherst,OH,2.5,"46402 Middleridge Rd Plz N, Ste 5",kU-PnJKZfYycGfHYE719Lg,44001,11,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0
Dutch Bros Coffee,Phoenix,AZ,4.5,3045 E. Indian School Rd,v-0NDqyGihfhGczt2u-gpw,85016,34,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0
McDonald's,Las Vegas,NV,2,8620 W Cheyenne Ave,7Ppgpgva-HP3o3h-xp2sWw,89129,20,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Firehouse Subs,Scottsdale,AZ,3,"14740 N Northsight Blvd, Ste 102",x6qH9HXhzuKM03jcZmg-ZQ,85260,62,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Panda Express,Henderson,NV,2.5,591 College Dr Suite,q7aNYIUEkmisLTE3qBPRog,89015,31,10:0-22:0,10:0-22:30,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:30,10:30-22:0
Coco Bella Grille,Brecksville,OH,4.5,7011 Mill Rd,yc7ukSQi61NMXYIyHyobgQ,44141,16,15:30-22:0,15:30-23:0,15:30-22:0,15:30-22:0,0:0-0:0,15:30-23:0,CLOSED
Ahwatukee Farmers' Market,Phoenix,AZ,3.5,4700 E Warner Rd,EooU-ZAesW8Sl4-6obZjRg,85044,43,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,9:0-13:0
Federico's Mexican Food,Phoenix,AZ,3.5,1621 E Van Buren St,ZLRI8ZjrzEm5fRW-ahGz_g,85034,25,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
Panera Bread,Allison Park,PA,2,4960 William Flynn Hwy,W_hc8EBepLQNbo-OpOW4Og,15101,14,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-21:0,8:0-20:0
KFC,North Las Vegas,NV,1.5,1318 W Craig Rd,862VnRc1IJXoh_CmeIitCw,89032,26,10:0-23:0,10:0-0:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-23:0
Glass Nickel Pizza,Sun Prairie,WI,2.5,101 W Main St,sbm0jmhWui8YrvFgxnJ4kQ,53590,41,10:30-0:0,10:30-2:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-2:0,10:30-0:0
Sierra Gold,Las Vegas,NV,3.5,6515 S Jones Blvd,aNe8ofTYrealxqv7VtFTuw,89118,231,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Totally Baked Cookie,Phoenix,AZ,4.5,1348 W Roosevelt St,z2LzzuzC8BjQcojQjd4tDQ,85007,123,19:0-4:0,19:0-4:0,CLOSED,CLOSED,CLOSED,19:0-4:0,19:0-4:0
Cold Stone Creamery,Avondale,AZ,2,"10210 W McDowell Rd, Ste 160",8-s_XedWKdaycyRMkKQ4hg,85392,47,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Jersey Mike's Subs,Phoenix,AZ,3,245 East Bell Rd,cJTziG8b7bW-FSvgFeLi_Q,85022,65,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Cracker Barrel Old Country Store,Willoughby,OH,3,6055 Som Center Rd,qk_RGuKMuTcWMg5NZLas_w,44094,29,6:0-22:0,6:0-23:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-23:0,6:0-22:0
32 Shea,Phoenix,AZ,4,10626 N 32nd St,qQCsLGMncJp1xWUGnOKCQA,85028,687,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,9:0-21:0,7:0-22:0,7:0-14:0
Terrible Herbst,Las Vegas,NV,2.5,3520 Blue Diamond Rd,FBvdo2I6705bTQXgiOdEoQ,89139,36,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Shamy Market & Bakery,Mesa,AZ,5,"1110 W Southern Ave, Ste 8",E2phfNtA9Zq52AOyMwnohg,85210,38,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-20:0
Pop Drinks,Las Vegas,NV,4.5,8716 S Maryland Pkwy,SUId4_VNhQZUHNl-zqm_Vw,89123,53,8:0-21:0,8:0-22:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-22:0,CLOSED
Heinen's Grocery Store,Chardon,OH,4.5,402 Center St,pv11z-90fw60DvAxDvaAEQ,44024,10,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-18:0
Bob Evans,Pittsburgh,PA,3.5,7412 Mcknight Rd,um9n7JDaPaO1kmgs0cLjqQ,15237,19,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0
Share Wine Lounge And Bistro,Monroeville,PA,3.5,101 Mall Blvd,OUUVI57dNL-1UJEgbTM2rQ,15146,11,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0,7:0-23:0,7:0-23:0
Island Pacific Seafood Market,Las Vegas,NV,3,"467 E Silverado Ranch Blvd, Unit 155",y5lTP-VEkT7feZmGxNxO9w,89183,70,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
Urban Beans Cafe & Bar,Phoenix,AZ,3.5,"3508 N 7th St, Ste 100",seYvTmOZGJ2IAMdfQa8pkg,85014,466,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
B Spot,Westlake,OH,3.5,20 Main St,KR2kRmHnRCaNzOUEGoB25w,44145,271,11:30-21:30,11:30-22:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:30,11:30-21:0
AZ Pops,Phoenix,AZ,4.5,5050 N 7th St,q0fX5CAXSURUOM_YDjHP3Q,85014,69,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Burger King,Las Vegas,NV,2,2021 N Jones Blvd,LFhF2la-C_vrNrQRz5GnIA,89108,14,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,7:0-22:0
Curry & Scoop,Tempe,AZ,4,"1805 E Elliot Rd, Ste 106",KvRh-exPg_KegOM_HXeskw,85284,94,17:0-21:0,17:0-22:0,17:0-21:0,17:0-21:0,0:0-0:0,11:0-22:0,11:0-21:0
Jack in the Box,Phoenix,AZ,3.5,4020 E Bell Rd,kkbaE4ezP4SUqWi4rLSBIg,85032,15,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Marco's Pizza,Mint Hill,NC,3,6816 Matthews-Mint Hill Rd,dunM1yjlYZv4kLJrF3tO-g,28227,26,10:0-23:0,10:0-0:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,11:0-22:0
Gotham City Comics and Collectibles,Mesa,AZ,4.5,46 W Main St,ecThgc0csNnzXDw9kMojcQ,85201,94,11:0-21:0,11:0-23:0,11:0-21:0,11:0-21:0,11:0-19:0,11:0-23:0,11:0-18:0
Winking Lizard,Mentor,OH,3,9570 Mentor Ave,0P9PCKJBC3TY9Ifcw4Y7Mw,44060,45,11:0-0:0,11:0-2:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,12:0-23:0
Maui Pasta,Scottsdale,AZ,4.5,"7704 E Doubletree Ranch Rd, Ste 115",Mnu3EPpuzu3UUN1PIwFRoQ,85258,52,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,0:0-0:0,7:0-20:0,7:0-20:0
Five Guys,Scottsdale,AZ,3.5,15435 Scottsdale Rd,rxjHvIvV_BlzKa8ftRUpGA,85260,121,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Walgreens,Phoenix,AZ,2.5,3402 N Central Ave,wQ4-LKNd-HX6GsbmekTbbQ,85012,60,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
New York Pizza Express,Stallings,NC,4,4520 Potter Rd,NAMGicuH3h-wpFjSDBYNNw,28104,42,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,13:0-21:0
Bigmouth Donut,Cleveland,OH,4,1418 W 29th St,qn5vNkALlKvvPMvbESZGKQ,44113,32,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,CLOSED,8:0-18:0,8:0-14:0
Aladdin's Eatery,Pittsburgh,PA,4,929 Freeport Rd,y19xFolCozaRA-gGmHwkQA,15240,67,11:0-21:30,11:0-22:0,11:0-21:30,11:0-21:30,0:0-0:0,11:0-22:0,11:0-16:0
What's Brew'n In Sun Prairie,Sun Prairie,WI,4,"3140 Edmonton Dr, Ste 100",Z-jZdvvNDnAGb5Ts56N30g,53590,16,6:30-15:0,6:30-15:0,6:30-15:0,6:30-15:0,6:30-15:0,7:30-14:0,7:30-14:0
Heinen's Grocery Store,Bay Village,OH,4,434 Dover Center Rd,ggVKI26wizfVcXXIKMXXmA,44140,19,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-18:0
Whataburger,Chandler,AZ,2.5,7375 W Chandler Blvd,xMAmUPdDgYGWf6oNTLF3tw,85226,67,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Panda Express,Las Vegas,NV,3,6925 S Rainbow Blvd,UED302E-B2OyVr0mssARnA,89118,61,10:0-22:0,10:0-22:30,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:30,10:0-22:0
Anthony's Donuts,Las Vegas,NV,4,609 N Nellis Blvd,HAg1cURR8b1f1lVKtbtA8w,89110,38,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0
Boston Market,Tempe,AZ,3,1804 E Elliot Rd,4FFhq0e4bxAG4uXqgT14jQ,85284,26,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Wendy's,Surprise,AZ,2.5,15389 W Cactus Rd,9SydO2JB2Z4gm-IRw5FSIQ,85379,42,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0
